coord_0000_X,coord_0000_Y,origin_dist_0000,is_visible_0000,coord_1111_X,coord_1111_Y,origin_dist_1111,is_visible_1111,coord_1100_X,coord_1100_Y,origin_dist_1100,is_visible_1100,coord_0011_X,coord_0011_Y,origin_dist_0011,is_visible_0011,coord_1010_X,coord_1010_Y,origin_dist_1010,is_visible_1010,coord_0101_X,coord_0101_Y,origin_dist_0101,is_visible_0101,d_0101_1100,d_1100_0101,d_1100_1010,d_1010_1100,d_1010_0011,d_0011_1010,d_0011_1111,d_1111_0011,reading_id
-59,167,177.116,1,138,16,138.924,1,0,0,0,0,12,-121,121.594,1,-78,-118,141.45,1,-177,-27,179.047,1,179.047,179.047,141.45,141.45,90.05,90.05,186.132,186.132,2
-57,170,179.301,1,141,18,142.144,1,0,0,0,0,15,-120,120.934,1,-76,-117,139.517,1,-176,-25,177.767,1,177.767,177.767,139.517,139.517,91.0494,91.0494,186.869,186.869,2
-56,172,180.887,1,144,19,145.248,1,0,0,0,0,16,-119,120.071,1,-76,-116,138.679,1,-176,-24,177.629,1,177.629,177.629,138.679,138.679,92.0489,92.0489,188.223,188.223,2
-57,173,182.148,1,143,20,144.392,1,0,0,0,0,14,-119,119.821,1,-77,-115,138.398,1,-177,-23,178.488,1,178.488,178.488,138.398,138.398,91.0879,91.0879,189.636,189.636,2
-58,173,182.464,1,141,20,142.411,1,0,0,0,0,13,-118,118.714,1,-78,-114,138.13,1,-177,-22,178.362,1,178.362,178.362,138.13,138.13,91.0879,91.0879,188.223,188.223,2
-56,174,182.789,1,142,21,143.544,1,0,0,0,0,14,-117,117.835,1,-77,-113,136.741,1,-176,-21,177.248,1,177.248,177.248,136.741,136.741,91.0879,91.0879,188.223,188.223,2
-57,175,184.049,1,143,21,144.534,1,0,0,0,0,14,-116,116.842,1,-77,-112,135.915,1,-177,-20,178.126,1,178.126,178.126,135.915,135.915,91.0879,91.0879,188.175,188.175,2
-58,177,186.261,1,142,22,143.694,1,0,0,0,0,13,-116,116.726,1,-78,-111,135.665,1,-178,-19,179.011,1,179.011,179.011,135.665,135.665,91.1373,91.1373,188.905,188.905,2
-58,177,186.261,1,142,24,144.014,1,0,0,0,0,13,-115,115.732,1,-78,-110,134.848,1,-178,-18,178.908,1,178.908,178.908,134.848,134.848,91.1373,91.1373,189.636,189.636,2
-57,177,185.952,1,141,23,142.864,1,0,0,0,0,13,-115,115.732,1,-77,-109,133.454,1,-176,-17,176.819,1,176.819,176.819,133.454,133.454,90.1998,90.1998,188.223,188.223,2
-55,177,185.348,1,143,24,145,1,0,0,0,0,14,-114,114.856,1,-76,-109,132.88,1,-174,-17,174.828,1,174.828,174.828,132.88,132.88,90.1388,90.1388,188.905,188.905,2
-56,177,185.648,1,142,24,144.014,1,0,0,0,0,13,-113,113.745,1,-77,-108,132.639,1,-175,-16,175.73,1,175.73,175.73,132.639,132.639,90.1388,90.1388,188.175,188.175,2
