coord_0000_X,coord_0000_Y,origin_dist_0000,is_visible_0000,coord_1111_X,coord_1111_Y,origin_dist_1111,is_visible_1111,coord_1100_X,coord_1100_Y,origin_dist_1100,is_visible_1100,coord_0011_X,coord_0011_Y,origin_dist_0011,is_visible_0011,coord_1010_X,coord_1010_Y,origin_dist_1010,is_visible_1010,coord_0101_X,coord_0101_Y,origin_dist_0101,is_visible_0101,d_0101_1100,d_1100_0101,d_1100_1010,d_1010_1100,d_1010_0011,d_0011_1010,d_0011_1111,d_1111_0011,reading_id
-4,188,188.043,1,151,24,152.895,1,-107,-53,119.407,1,-1,-87,87.0057,1,0,0,0,0,-126,-12,126.57,1,45.1885,45.1885,119.407,119.407,87.0057,87.0057,188.215,188.215,1
-7,186,186.132,1,147,22,148.637,1,-111,-53,123.004,1,-5,-88,88.1419,1,0,0,0,0,-129,-11,129.468,1,45.6946,45.6946,123.004,123.004,88.1419,88.1419,187.627,187.627,1
-12,185,185.389,1,140,20,141.421,1,-117,-51,127.632,1,-10,-86,86.5794,1,0,0,0,0,-133,-9,133.304,1,44.9444,44.9444,127.632,127.632,86.5794,86.5794,183.674,183.674,1
-14,187,187.523,1,137,20,138.452,1,-119,-49,128.693,1,-13,-84,85,1,0,0,0,0,-134,-6,134.134,1,45.5412,45.5412,128.693,128.693,85,85,182.527,182.527,1
-11,191,191.316,1,139,23,140.89,1,-115,-47,124.234,1,-10,-81,81.6149,1,0,0,0,0,-130,-3,130.035,1,46.4866,46.4866,124.234,124.234,81.6149,81.6149,181.706,181.706,1
2,204,204.01,1,156,36,160.1,1,-102,-40,109.563,1,4,-75,75.1066,1,0,0,0,0,-120,3,120.037,1,46.6154,46.6154,109.563,109.563,75.1066,75.1066,188.215,188.215,1
4,207,207.039,1,157,39,161.771,1,-103,-37,109.444,1,3,-71,71.0634,1,0,0,0,0,-120,7,120.204,1,47.1699,47.1699,109.444,109.444,71.0634,71.0634,189.251,189.251,1
-7,200,200.122,1,142,34,146.014,1,-114,-34,118.962,1,-9,-69,69.5845,1,0,0,0,0,-128,10,128.39,1,46.1736,46.1736,118.962,118.962,69.5845,69.5845,182.784,182.784,1
-10,200,200.25,1,140,31,143.391,1,-117,-41,123.976,1,-10,-74,74.6726,1,0,0,0,0,-132,4,132.061,1,47.4342,47.4342,123.976,123.976,74.6726,74.6726,183.098,183.098,1
-14,193,193.507,1,139,21,140.577,1,-127,-50,136.488,1,-17,-88,89.627,1,0,0,0,0,-141,-6,141.128,1,46.1736,46.1736,136.488,136.488,89.627,89.627,190.308,190.308,1
-20,189,190.055,1,132,16,132.966,1,-135,-52,144.669,1,-24,-91,94.1116,1,0,0,0,0,-147,-7,147.167,1,46.5725,46.5725,144.669,144.669,94.1116,94.1116,189.169,189.169,1
-26,185,186.818,1,122,11,122.495,1,-139,-53,148.762,1,-30,-90,94.8683,1,0,0,0,0,-151,-8,151.212,1,46.5725,46.5725,148.762,148.762,94.8683,94.8683,182.497,182.497,1
-25,184,185.691,1,124,12,124.579,1,-136,-54,146.328,1,-27,-91,94.921,1,0,0,0,0,-148,-9,148.273,1,46.5725,46.5725,146.328,146.328,94.921,94.921,182.784,182.784,1
-28,188,190.074,1,124,13,124.68,1,-144,-52,153.101,1,-32,-92,97.4064,1,0,0,0,0,-155,-8,155.206,1,45.3542,45.3542,153.101,153.101,97.4064,97.4064,188.045,188.045,1
-33,188,190.874,1,116,12,116.619,1,-151,-49,158.751,1,-39,-91,99.0051,1,0,0,0,0,-161,-6,161.112,1,44.1475,44.1475,158.751,158.751,99.0051,99.0051,186.102,186.102,1
-37,187,190.625,1,109,12,109.659,1,-153,-47,160.056,1,-44,-88,98.387,1,0,0,0,0,-163,-3,163.028,1,45.1221,45.1221,160.056,160.056,98.387,98.387,182.781,182.781,1
-39,187,191.024,1,106,13,106.794,1,-154,-44,160.162,1,-45,-85,96.1769,1,0,0,0,0,-163,-1,163.003,1,43.9318,43.9318,160.162,160.162,96.1769,96.1769,180.014,180.014,1
-40,190,194.165,1,105,15,106.066,1,-154,-43,159.891,1,-45,-83,94.414,1,0,0,0,0,-164,1,164.003,1,45.1221,45.1221,159.891,159.891,94.414,94.414,179.176,179.176,1
-40,193,197.101,1,106,18,107.517,1,-155,-43,160.854,1,-45,-83,94.414,1,0,0,0,0,-166,1,166.003,1,45.3542,45.3542,160.854,160.854,94.414,94.414,181.665,181.665,1
