coord_1111_X,coord_1111_Y,origin_dist_1111,is_visible_1111,coord_1100_X,coord_1100_Y,origin_dist_1100,is_visible_1100,coord_0011_X,coord_0011_Y,origin_dist_0011,is_visible_0011,coord_1010_X,coord_1010_Y,origin_dist_1010,is_visible_1010,coord_0101_X,coord_0101_Y,origin_dist_0101,is_visible_0101,d_0101_1100,d_1100_1010,d_1010_0011,d_0011_1111
0,0,0,0,0,0,0,0,88,-85,122.348,1,0,0,0,0,-71,-39,81.0062,1,81.0062,0,122.348,122.348
0,0,0,0,0,0,0,0,83,-88,120.967,1,0,0,0,0,-78,-40,87.6584,1,87.6584,0,120.967,120.967
0,0,0,0,0,0,0,0,81,-83,115.974,1,0,0,0,0,-77,-35,84.5813,1,84.5813,0,115.974,115.974
0,0,0,0,0,0,0,0,86,-74,113.455,1,0,0,0,0,-70,-29,75.7694,1,75.7694,0,113.455,113.455
