coord_0000_X,coord_0000_Y,origin_dist_0000,is_visible_0000,coord_1111_X,coord_1111_Y,origin_dist_1111,is_visible_1111,coord_1100_X,coord_1100_Y,origin_dist_1100,is_visible_1100,coord_0011_X,coord_0011_Y,origin_dist_0011,is_visible_0011,coord_1010_X,coord_1010_Y,origin_dist_1010,is_visible_1010,coord_0101_X,coord_0101_Y,origin_dist_0101,is_visible_0101,d_0101_1100,d_1100_0101,d_1100_1010,d_1010_1100,d_1010_0011,d_0011_1010,d_0011_1111,d_1111_0011,reading_id
-17,118,119.218,1,112,12,112.641,1,0,0,0,0,26,-81,85.0706,1,-39,-94,101.769,1,0,0,0,0,0,0,101.769,101.769,66.2873,66.2873,126.669,126.669,3
-22,111,113.159,1,109,4,109.073,1,0,0,0,0,22,-89,91.6788,1,-44,-103,112.004,1,0,0,0,0,0,0,112.004,112.004,67.4685,67.4685,127.35,127.35,3
-22,109,111.198,1,108,0,108,1,0,0,0,0,22,-92,94.5939,1,-44,-105,113.846,1,0,0,0,0,0,0,113.846,113.846,67.2681,67.2681,125.936,125.936,3
-18,111,112.45,1,112,3,112.04,1,0,0,0,0,26,-90,93.6803,1,-40,-103,110.494,1,0,0,0,0,0,0,110.494,110.494,67.2681,67.2681,126.669,126.669,3
-22,110,112.178,1,110,3,110.041,1,0,0,0,0,23,-89,91.9239,1,-43,-103,111.615,1,0,0,0,0,0,0,111.615,111.615,67.4685,67.4685,126.621,126.621,3
-25,108,110.856,1,106,1,106.005,1,0,0,0,0,21,-92,94.3663,1,-46,-106,115.551,1,0,0,0,0,0,0,115.551,115.551,68.4471,68.4471,125.992,125.992,3
-25,108,110.856,1,106,1,106.005,1,0,0,0,0,20,-92,94.1488,1,-46,-106,115.551,1,0,0,0,0,0,0,115.551,115.551,67.4685,67.4685,126.669,126.669,3
-27,112,115.209,1,104,3,104.043,1,0,0,0,0,18,-88,89.822,1,-48,-101,111.826,1,0,0,0,0,0,0,111.826,111.826,67.2681,67.2681,125.208,125.208,3
-27,117,120.075,1,103,8,103.31,1,0,0,0,0,17,-83,84.7231,1,-49,-96,107.782,1,0,0,0,0,0,0,107.782,107.782,67.2681,67.2681,125.208,125.208,3
-29,116,119.57,1,101,9,101.4,1,0,0,0,0,15,-84,85.3288,1,-51,-98,110.476,1,0,0,0,0,0,0,110.476,110.476,67.4685,67.4685,126.669,126.669,3
-34,113,118.004,1,97,5,97.1288,1,0,0,0,0,11,-88,88.6848,1,-55,-102,115.884,1,0,0,0,0,0,0,115.884,115.884,67.4685,67.4685,126.669,126.669,3
-32,117,121.297,1,97,6,97.1854,1,0,0,0,0,12,-85,85.8429,1,-54,-98,111.893,1,0,0,0,0,0,0,111.893,111.893,67.2681,67.2681,124.523,124.523,3
-33,123,127.35,1,98,12,98.732,1,0,0,0,0,11,-79,79.7621,1,-55,-91,106.33,1,0,0,0,0,0,0,106.33,106.33,67.082,67.082,125.897,125.897,3
-34,125,129.541,1,95,15,96.1769,1,0,0,0,0,9,-77,77.5242,1,-57,-89,105.688,1,0,0,0,0,0,0,105.688,105.688,67.082,67.082,125.936,125.936,3
-35,120,125,1,95,12,95.7549,1,0,0,0,0,9,-81,81.4985,1,-58,-95,111.306,1,0,0,0,0,0,0,111.306,111.306,68.4471,68.4471,126.669,126.669,3
-36,116,121.458,1,94,7,94.2603,1,0,0,0,0,9,-86,86.4696,1,-57,-100,115.104,1,0,0,0,0,0,0,115.104,115.104,67.4685,67.4685,125.992,125.992,3
-35,120,125,1,93,8,93.3435,1,0,0,0,0,10,-82,82.6075,1,-56,-95,110.277,1,0,0,0,0,0,0,110.277,110.277,67.2681,67.2681,122.43,122.43,3
-27,127,129.838,1,96,13,96.8762,1,0,0,0,0,17,-75,76.9025,1,-47,-87,98.8838,1,0,0,0,0,0,0,98.8838,98.8838,65.1153,65.1153,118.258,118.258,3
-22,127,128.891,1,99,12,99.7246,1,0,0,0,0,25,-73,77.1622,1,-40,-88,96.6644,1,0,0,0,0,0,0,96.6644,96.6644,66.7083,66.7083,112.699,112.699,3
-26,122,124.74,1,95,7,95.2575,1,0,0,0,0,22,-79,82.0061,1,-44,-94,103.788,1,0,0,0,0,0,0,103.788,103.788,67.6831,67.6831,112.805,112.805,3
